model,target,question_id,scope_id,kw_context,vl_propform,justify,k-shot,repeat_num,q_kw,q_vl,q_lf,expected,response
Qwen,Sing,35,2,0,1,1,10,2,plage,plagiste,Cap,Non,Non
Qwen,Sing,35,2,0,1,1,10,3,plage,plagiste,Cap,Non,Non
Qwen,Sing,35,2,0,1,1,10,4,plage,plagiste,Cap,Non,Non
Qwen,Sing,35,2,0,1,1,10,5,plage,plagiste,Cap,Non,Non
Qwen,Sing,36,2,0,1,1,10,1,fleur,grappe,Mult,Non,Non
Qwen,Sing,36,2,0,1,1,10,2,fleur,grappe,Mult,Non,Non
Qwen,Sing,36,2,0,1,1,10,3,fleur,grappe,Mult,Non,Non
Qwen,Sing,36,2,0,1,1,10,4,fleur,grappe,Mult,Non,Non
Qwen,Sing,36,2,0,1,1,10,5,fleur,grappe,Mult,Non,Non
Qwen,Sing,37,2,0,1,1,10,1,poussin,couvée,Mult,Non,Non
Qwen,Sing,37,2,0,1,1,10,2,poussin,couvée,Mult,Non,Non
Qwen,Sing,37,2,0,1,1,10,3,poussin,couvée,Mult,Non,Non
Qwen,Sing,37,2,0,1,1,10,4,poussin,couvée,Mult,Non,Non
Qwen,Sing,37,2,0,1,1,10,5,poussin,couvée,Mult,Non,Non
Qwen,Sing,38,2,0,1,1,10,1,bureau,président,Cap,Non,Non
Qwen,Sing,38,2,0,1,1,10,2,bureau,président,Cap,Non,Non
Qwen,Sing,38,2,0,1,1,10,3,bureau,président,Cap,Non,Non
Qwen,Sing,38,2,0,1,1,10,4,bureau,président,Cap,Non,Non
Qwen,Sing,38,2,0,1,1,10,5,bureau,président,Cap,Non,Non
Qwen,Sing,39,2,0,1,1,10,1,lectrice,lectorat,Mult,Non,Non
Qwen,Sing,39,2,0,1,1,10,2,lectrice,lectorat,Mult,Non,Non
Qwen,Sing,39,2,0,1,1,10,3,lectrice,lectorat,Mult,Non,Non
Qwen,Sing,39,2,0,1,1,10,4,lectrice,lectorat,Mult,Non,Non
Qwen,Sing,39,2,0,1,1,10,5,lectrice,lectorat,Mult,Non,Non
Qwen,Sing,40,2,0,1,1,10,1,symptôme,syndrome,Mult,Non,Non
Qwen,Sing,40,2,0,1,1,10,2,symptôme,syndrome,Mult,Non,Non
Qwen,Sing,40,2,0,1,1,10,3,symptôme,syndrome,Mult,Non,Non
Qwen,Sing,40,2,0,1,1,10,4,symptôme,syndrome,Mult,Non,Non
Qwen,Sing,40,2,0,1,1,10,5,symptôme,syndrome,Mult,Non,Non
Qwen,Sing,41,3,0,1,1,10,1,savon,goutte,Sing,Oui,Non
Qwen,Sing,41,3,0,1,1,10,2,savon,goutte,Sing,Oui,Non
Qwen,Sing,41,3,0,1,1,10,3,savon,goutte,Sing,Oui,Non
Qwen,Sing,41,3,0,1,1,10,4,savon,goutte,Sing,Oui,Non
Qwen,Sing,41,3,0,1,1,10,5,savon,goutte,Sing,Oui,Non
Qwen,Sing,42,3,0,1,1,10,1,espèce chimique,entité chimique,Sing,Oui,Non
Qwen,Sing,42,3,0,1,1,10,2,espèce chimique,entité chimique,Sing,Oui,Non
Qwen,Sing,42,3,0,1,1,10,3,espèce chimique,entité chimique,Sing,Oui,Non
Qwen,Sing,42,3,0,1,1,10,4,espèce chimique,entité chimique,Sing,Oui,Non
Qwen,Sing,42,3,0,1,1,10,5,espèce chimique,entité chimique,Sing,Oui,Non
Qwen,Sing,43,3,0,1,1,10,1,saucisse sèche,rondelle,Sing,Oui,Non
Qwen,Sing,43,3,0,1,1,10,2,saucisse sèche,rondelle,Sing,Oui,Non
Qwen,Sing,43,3,0,1,1,10,3,saucisse sèche,rondelle,Sing,Oui,Non
Qwen,Sing,43,3,0,1,1,10,4,saucisse sèche,rondelle,Sing,Oui,Non
Qwen,Sing,43,3,0,1,1,10,5,saucisse sèche,rondelle,Sing,Oui,Non
Qwen,Sing,44,3,0,1,1,10,1,judo,compétition,Sing,Oui,Non
Qwen,Sing,44,3,0,1,1,10,2,judo,compétition,Sing,Oui,Non
Qwen,Sing,44,3,0,1,1,10,3,judo,compétition,Sing,Oui,Non
Qwen,Sing,44,3,0,1,1,10,4,judo,compétition,Sing,Oui,Non
Qwen,Sing,44,3,0,1,1,10,5,judo,compétition,Sing,Oui,Non
Qwen,Sing,45,3,0,1,1,10,1,football,football,Sing,Oui,Non
Qwen,Sing,45,3,0,1,1,10,2,football,football,Sing,Oui,Non
Qwen,Sing,45,3,0,1,1,10,3,football,football,Sing,Oui,Non
Qwen,Sing,45,3,0,1,1,10,4,football,football,Sing,Oui,Non
Qwen,Sing,45,3,0,1,1,10,5,football,football,Sing,Oui,Non
Qwen,Sing,46,3,0,1,1,10,1,groupe,membre,Sing,Oui,Non
Qwen,Sing,46,3,0,1,1,10,2,groupe,membre,Sing,Oui,Non
Qwen,Sing,46,3,0,1,1,10,3,groupe,membre,Sing,Oui,Non
Qwen,Sing,46,3,0,1,1,10,4,groupe,membre,Sing,Oui,Non
Qwen,Sing,46,3,0,1,1,10,5,groupe,membre,Sing,Oui,Non
Qwen,Sing,47,3,0,1,1,10,1,graine de lupin,graine,Sing,Oui,Non
Qwen,Sing,47,3,0,1,1,10,2,graine de lupin,graine,Sing,Oui,Non
Qwen,Sing,47,3,0,1,1,10,3,graine de lupin,graine,Sing,Oui,Non
Qwen,Sing,47,3,0,1,1,10,4,graine de lupin,graine,Sing,Oui,Non
Qwen,Sing,47,3,0,1,1,10,5,graine de lupin,graine,Sing,Oui,Non
Qwen,Sing,48,3,0,1,1,10,1,ping-pong,rencontre,Sing,Oui,Non
Qwen,Sing,48,3,0,1,1,10,2,ping-pong,rencontre,Sing,Oui,Non
Qwen,Sing,48,3,0,1,1,10,3,ping-pong,rencontre,Sing,Oui,Non
Qwen,Sing,48,3,0,1,1,10,4,ping-pong,rencontre,Sing,Oui,Non
Qwen,Sing,48,3,0,1,1,10,5,ping-pong,rencontre,Sing,Oui,Non
Qwen,Sing,49,3,0,1,1,10,1,beurre,noix,Sing,Oui,Non
Qwen,Sing,49,3,0,1,1,10,2,beurre,noix,Sing,Oui,Non
Qwen,Sing,49,3,0,1,1,10,3,beurre,noix,Sing,Oui,Non
Qwen,Sing,49,3,0,1,1,10,4,beurre,noix,Sing,Oui,Non
Qwen,Sing,49,3,0,1,1,10,5,beurre,noix,Sing,Oui,Non
Qwen,Sing,50,3,0,1,1,10,1,tennis,tennis,Sing,Oui,Non
Qwen,Sing,50,3,0,1,1,10,2,tennis,tennis,Sing,Oui,Non
Qwen,Sing,50,3,0,1,1,10,3,tennis,tennis,Sing,Oui,Non
Qwen,Sing,50,3,0,1,1,10,4,tennis,tennis,Sing,Oui,Non
Qwen,Sing,50,3,0,1,1,10,5,tennis,tennis,Sing,Oui,Non
Qwen,Sing,51,3,0,1,1,10,1,nostalgie,immense,Magn,Non,Non
Qwen,Sing,51,3,0,1,1,10,2,nostalgie,immense,Magn,Non,Non
Qwen,Sing,51,3,0,1,1,10,3,nostalgie,immense,Magn,Non,Non
Qwen,Sing,51,3,0,1,1,10,4,nostalgie,immense,Magn,Non,Non
Qwen,Sing,51,3,0,1,1,10,5,nostalgie,immense,Magn,Non,Non
Qwen,Sing,52,3,0,1,1,10,1,éléphant,troupeau,Mult,Non,Non
Qwen,Sing,52,3,0,1,1,10,2,éléphant,troupeau,Mult,Non,Non
Qwen,Sing,52,3,0,1,1,10,3,éléphant,troupeau,Mult,Non,Non
Qwen,Sing,52,3,0,1,1,10,4,éléphant,troupeau,Mult,Non,Non
Qwen,Sing,52,3,0,1,1,10,5,éléphant,troupeau,Mult,Non,Non
Qwen,Sing,53,3,0,1,1,10,1,criminel,crime organisé,Mult,Non,Non
Qwen,Sing,53,3,0,1,1,10,2,criminel,crime organisé,Mult,Non,Non
Qwen,Sing,53,3,0,1,1,10,3,criminel,crime organisé,Mult,Non,Non
Qwen,Sing,53,3,0,1,1,10,4,criminel,crime organisé,Mult,Non,Non
Qwen,Sing,53,3,0,1,1,10,5,criminel,crime organisé,Mult,Non,Non
Qwen,Sing,54,3,0,1,1,10,1,déception,causer,Oper_2,Non,Non
Qwen,Sing,54,3,0,1,1,10,2,déception,causer,Oper_2,Non,Non
Qwen,Sing,54,3,0,1,1,10,3,déception,causer,Oper_2,Non,Non
Qwen,Sing,54,3,0,1,1,10,4,déception,causer,Oper_2,Non,Non
Qwen,Sing,54,3,0,1,1,10,5,déception,causer,Oper_2,Non,Non
Qwen,Sing,55,3,0,1,1,10,1,musique,musique,Mult,Non,Non
Qwen,Sing,55,3,0,1,1,10,2,musique,musique,Mult,Non,Non
Qwen,Sing,55,3,0,1,1,10,3,musique,musique,Mult,Non,Non
Qwen,Sing,55,3,0,1,1,10,4,musique,musique,Mult,Non,Non
Qwen,Sing,55,3,0,1,1,10,5,musique,musique,Mult,Non,Non
Qwen,Sing,56,3,0,1,1,10,1,dent,dentition,Mult,Non,Non
Qwen,Sing,56,3,0,1,1,10,2,dent,dentition,Mult,Non,Non
Qwen,Sing,56,3,0,1,1,10,3,dent,dentition,Mult,Non,Non
Qwen,Sing,56,3,0,1,1,10,4,dent,dentition,Mult,Non,Non
Qwen,Sing,56,3,0,1,1,10,5,dent,dentition,Mult,Non,Non
Qwen,Sing,57,3,0,1,1,10,1,autocar,à bord,Loc_in,Non,Non
Qwen,Sing,57,3,0,1,1,10,2,autocar,à bord,Loc_in,Non,Non
Qwen,Sing,57,3,0,1,1,10,3,autocar,à bord,Loc_in,Non,Non
Qwen,Sing,57,3,0,1,1,10,4,autocar,à bord,Loc_in,Non,Non
Qwen,Sing,57,3,0,1,1,10,5,autocar,à bord,Loc_in,Non,Non
Qwen,Sing,58,3,0,1,1,10,1,personnel,directeur,Cap,Non,Non
Qwen,Sing,58,3,0,1,1,10,2,personnel,directeur,Cap,Non,Non
Qwen,Sing,58,3,0,1,1,10,3,personnel,directeur,Cap,Non,Non
Qwen,Sing,58,3,0,1,1,10,4,personnel,directeur,Cap,Non,Non
Qwen,Sing,58,3,0,1,1,10,5,personnel,directeur,Cap,Non,Non
Qwen,Sing,59,3,0,1,1,10,1,crime,commettre,Oper_1,Non,Non
Qwen,Sing,59,3,0,1,1,10,2,crime,commettre,Oper_1,Non,Non
Qwen,Sing,59,3,0,1,1,10,3,crime,commettre,Oper_1,Non,Non
Qwen,Sing,59,3,0,1,1,10,4,crime,commettre,Oper_1,Non,Non
Qwen,Sing,59,3,0,1,1,10,5,crime,commettre,Oper_1,Non,Non
Qwen,Sing,60,3,0,1,1,10,1,sommeil,plonger,IncepOper_1,Non,Non
Qwen,Sing,60,3,0,1,1,10,2,sommeil,plonger,IncepOper_1,Non,Non
Qwen,Sing,60,3,0,1,1,10,3,sommeil,plonger,IncepOper_1,Non,Non
Qwen,Sing,60,3,0,1,1,10,4,sommeil,plonger,IncepOper_1,Non,Non
Qwen,Sing,60,3,0,1,1,10,5,sommeil,plonger,IncepOper_1,Non,Non
Qwen,Mult,1,1,0,1,1,10,1,banane,régime,Mult,Oui,Non
Qwen,Mult,1,1,0,1,1,10,2,banane,régime,Mult,Oui,Non
Qwen,Mult,1,1,0,1,1,10,3,banane,régime,Mult,Oui,Non
Qwen,Mult,1,1,0,1,1,10,4,banane,régime,Mult,Oui,Non
Qwen,Mult,1,1,0,1,1,10,5,banane,régime,Mult,Oui,Non
Qwen,Mult,2,1,0,1,1,10,1,jambe,paire,Mult,Oui,Non
Qwen,Mult,2,1,0,1,1,10,2,jambe,paire,Mult,Oui,Non
Qwen,Mult,2,1,0,1,1,10,3,jambe,paire,Mult,Oui,Non
Qwen,Mult,2,1,0,1,1,10,4,jambe,paire,Mult,Oui,Non
Qwen,Mult,2,1,0,1,1,10,5,jambe,paire,Mult,Oui,Non
Qwen,Mult,3,1,0,1,1,10,1,vents,orchestre,Mult,Oui,Non
Qwen,Mult,3,1,0,1,1,10,2,vents,orchestre,Mult,Oui,Non
Qwen,Mult,3,1,0,1,1,10,3,vents,orchestre,Mult,Oui,Non
Qwen,Mult,3,1,0,1,1,10,4,vents,orchestre,Mult,Oui,Non
Qwen,Mult,3,1,0,1,1,10,5,vents,orchestre,Mult,Oui,Non
Qwen,Mult,4,1,0,1,1,10,1,fleur,bouquet,Mult,Oui,Non
Qwen,Mult,4,1,0,1,1,10,2,fleur,bouquet,Mult,Oui,Non
Qwen,Mult,4,1,0,1,1,10,3,fleur,bouquet,Mult,Oui,Non
Qwen,Mult,4,1,0,1,1,10,4,fleur,bouquet,Mult,Oui,Non
Qwen,Mult,4,1,0,1,1,10,5,fleur,bouquet,Mult,Oui,Non
Qwen,Mult,5,1,0,1,1,10,1,expert,groupe,Mult,Oui,Non
Qwen,Mult,5,1,0,1,1,10,2,expert,groupe,Mult,Oui,Non
Qwen,Mult,5,1,0,1,1,10,3,expert,groupe,Mult,Oui,Non
Qwen,Mult,5,1,0,1,1,10,4,expert,groupe,Mult,Oui,Non
Qwen,Mult,5,1,0,1,1,10,5,expert,groupe,Mult,Oui,Non
Qwen,Mult,6,1,0,1,1,10,1,fruit,grappe,Mult,Oui,Oui
Qwen,Mult,6,1,0,1,1,10,2,fruit,grappe,Mult,Oui,Oui
Qwen,Mult,6,1,0,1,1,10,3,fruit,grappe,Mult,Oui,Oui
Qwen,Mult,6,1,0,1,1,10,4,fruit,grappe,Mult,Oui,Oui
Qwen,Mult,6,1,0,1,1,10,5,fruit,grappe,Mult,Oui,Oui
Qwen,Mult,7,1,0,1,1,10,1,cheveu,cheveu,Mult,Oui,Non
Qwen,Mult,7,1,0,1,1,10,2,cheveu,cheveu,Mult,Oui,Non
Qwen,Mult,7,1,0,1,1,10,3,cheveu,cheveu,Mult,Oui,Non
Qwen,Mult,7,1,0,1,1,10,4,cheveu,cheveu,Mult,Oui,Non
Qwen,Mult,7,1,0,1,1,10,5,cheveu,cheveu,Mult,Oui,Non
Qwen,Mult,8,1,0,1,1,10,1,sein,poitrine,Mult,Oui,Non
Qwen,Mult,8,1,0,1,1,10,2,sein,poitrine,Mult,Oui,Non
Qwen,Mult,8,1,0,1,1,10,3,sein,poitrine,Mult,Oui,Non
Qwen,Mult,8,1,0,1,1,10,4,sein,poitrine,Mult,Oui,Non
Qwen,Mult,8,1,0,1,1,10,5,sein,poitrine,Mult,Oui,Non
Qwen,Mult,9,1,0,1,1,10,1,fauteuil,rangée,Mult,Oui,Non
Qwen,Mult,9,1,0,1,1,10,2,fauteuil,rangée,Mult,Oui,Non
Qwen,Mult,9,1,0,1,1,10,3,fauteuil,rangée,Mult,Oui,Non
Qwen,Mult,9,1,0,1,1,10,4,fauteuil,rangée,Mult,Oui,Non
Qwen,Mult,9,1,0,1,1,10,5,fauteuil,rangée,Mult,Oui,Non
Qwen,Mult,10,1,0,1,1,10,1,appareil,appareillage,Mult,Oui,Non
Qwen,Mult,10,1,0,1,1,10,2,appareil,appareillage,Mult,Oui,Non
Qwen,Mult,10,1,0,1,1,10,3,appareil,appareillage,Mult,Oui,Non
Qwen,Mult,10,1,0,1,1,10,4,appareil,appareillage,Mult,Oui,Non
Qwen,Mult,10,1,0,1,1,10,5,appareil,appareillage,Mult,Oui,Non
Qwen,Mult,11,1,0,1,1,10,1,opéra,directeur,Cap,Non,Non
Qwen,Mult,11,1,0,1,1,10,2,opéra,directeur,Cap,Non,Non
Qwen,Mult,11,1,0,1,1,10,3,opéra,directeur,Cap,Non,Non
Qwen,Mult,11,1,0,1,1,10,4,opéra,directeur,Cap,Non,Non
Qwen,Mult,11,1,0,1,1,10,5,opéra,directeur,Cap,Non,Non
Qwen,Mult,12,1,0,1,1,10,1,orchestre,chef d’orchestre,Cap,Non,Non
Qwen,Mult,12,1,0,1,1,10,2,orchestre,chef d’orchestre,Cap,Non,Non
Qwen,Mult,12,1,0,1,1,10,3,orchestre,chef d’orchestre,Cap,Non,Non
Qwen,Mult,12,1,0,1,1,10,4,orchestre,chef d’orchestre,Cap,Non,Non
Qwen,Mult,12,1,0,1,1,10,5,orchestre,chef d’orchestre,Cap,Non,Non
Qwen,Mult,13,1,0,1,1,10,1,yaourt,pack,Sing,Non,Non
Qwen,Mult,13,1,0,1,1,10,2,yaourt,pack,Sing,Non,Non
Qwen,Mult,13,1,0,1,1,10,3,yaourt,pack,Sing,Non,Non
Qwen,Mult,13,1,0,1,1,10,4,yaourt,pack,Sing,Non,Non
Qwen,Mult,13,1,0,1,1,10,5,yaourt,pack,Sing,Non,Non
Qwen,Mult,14,1,0,1,1,10,1,antenne,directeur,Cap,Non,Non
Qwen,Mult,14,1,0,1,1,10,2,antenne,directeur,Cap,Non,Non
Qwen,Mult,14,1,0,1,1,10,3,antenne,directeur,Cap,Non,Non
Qwen,Mult,14,1,0,1,1,10,4,antenne,directeur,Cap,Non,Non
Qwen,Mult,14,1,0,1,1,10,5,antenne,directeur,Cap,Non,Non
Qwen,Mult,15,1,0,1,1,10,1,plage,plagiste,Cap,Non,Non
Qwen,Mult,15,1,0,1,1,10,2,plage,plagiste,Cap,Non,Non
Qwen,Mult,15,1,0,1,1,10,3,plage,plagiste,Cap,Non,Non
Qwen,Mult,15,1,0,1,1,10,4,plage,plagiste,Cap,Non,Non
Qwen,Mult,15,1,0,1,1,10,5,plage,plagiste,Cap,Non,Non
Qwen,Mult,16,1,0,1,1,10,1,préfecture,préfète,Cap,Non,Non
Qwen,Mult,16,1,0,1,1,10,2,préfecture,préfète,Cap,Non,Non
Qwen,Mult,16,1,0,1,1,10,3,préfecture,préfète,Cap,Non,Non
Qwen,Mult,16,1,0,1,1,10,4,préfecture,préfète,Cap,Non,Non
Qwen,Mult,16,1,0,1,1,10,5,préfecture,préfète,Cap,Non,Non
Qwen,Mult,17,1,0,1,1,10,1,antenne,responsable,Cap,Non,Non
Qwen,Mult,17,1,0,1,1,10,2,antenne,responsable,Cap,Non,Non
Qwen,Mult,17,1,0,1,1,10,3,antenne,responsable,Cap,Non,Non
Qwen,Mult,17,1,0,1,1,10,4,antenne,responsable,Cap,Non,Non
Qwen,Mult,17,1,0,1,1,10,5,antenne,responsable,Cap,Non,Non
Qwen,Mult,18,1,0,1,1,10,1,antenne,chef,Cap,Non,Non
Qwen,Mult,18,1,0,1,1,10,2,antenne,chef,Cap,Non,Non
Qwen,Mult,18,1,0,1,1,10,3,antenne,chef,Cap,Non,Non
Qwen,Mult,18,1,0,1,1,10,4,antenne,chef,Cap,Non,Non
Qwen,Mult,18,1,0,1,1,10,5,antenne,chef,Cap,Non,Non
Qwen,Mult,19,1,0,1,1,10,1,bureau,chef,Cap,Non,Non
Qwen,Mult,19,1,0,1,1,10,2,bureau,chef,Cap,Non,Non
Qwen,Mult,19,1,0,1,1,10,3,bureau,chef,Cap,Non,Non
Qwen,Mult,19,1,0,1,1,10,4,bureau,chef,Cap,Non,Non
Qwen,Mult,19,1,0,1,1,10,5,bureau,chef,Cap,Non,Non
Qwen,Mult,20,1,0,1,1,10,1,bière,chope,Sing,Non,Non
Qwen,Mult,20,1,0,1,1,10,2,bière,chope,Sing,Non,Non
Qwen,Mult,20,1,0,1,1,10,3,bière,chope,Sing,Non,Non
Qwen,Mult,20,1,0,1,1,10,4,bière,chope,Sing,Non,Non
Qwen,Mult,20,1,0,1,1,10,5,bière,chope,Sing,Non,Non
Qwen,Mult,21,2,0,1,1,10,1,banane,régime,Mult,Oui,Non
Qwen,Mult,21,2,0,1,1,10,2,banane,régime,Mult,Oui,Non
Qwen,Mult,21,2,0,1,1,10,3,banane,régime,Mult,Oui,Non
Qwen,Mult,21,2,0,1,1,10,4,banane,régime,Mult,Oui,Non
Qwen,Mult,21,2,0,1,1,10,5,banane,régime,Mult,Oui,Non
Qwen,Mult,22,2,0,1,1,10,1,jambe,paire,Mult,Oui,Non
Qwen,Mult,22,2,0,1,1,10,2,jambe,paire,Mult,Oui,Non
Qwen,Mult,22,2,0,1,1,10,3,jambe,paire,Mult,Oui,Non
Qwen,Mult,22,2,0,1,1,10,4,jambe,paire,Mult,Oui,Non
Qwen,Mult,22,2,0,1,1,10,5,jambe,paire,Mult,Oui,Non
Qwen,Mult,23,2,0,1,1,10,1,vents,orchestre,Mult,Oui,Non
Qwen,Mult,23,2,0,1,1,10,2,vents,orchestre,Mult,Oui,Non
Qwen,Mult,23,2,0,1,1,10,3,vents,orchestre,Mult,Oui,Non
Qwen,Mult,23,2,0,1,1,10,4,vents,orchestre,Mult,Oui,Non
Qwen,Mult,23,2,0,1,1,10,5,vents,orchestre,Mult,Oui,Non
Qwen,Mult,24,2,0,1,1,10,1,fleur,bouquet,Mult,Oui,Non
Qwen,Mult,24,2,0,1,1,10,2,fleur,bouquet,Mult,Oui,Non
Qwen,Mult,24,2,0,1,1,10,3,fleur,bouquet,Mult,Oui,Non
Qwen,Mult,24,2,0,1,1,10,4,fleur,bouquet,Mult,Oui,Non
Qwen,Mult,24,2,0,1,1,10,5,fleur,bouquet,Mult,Oui,Non
Qwen,Mult,25,2,0,1,1,10,1,expert,groupe,Mult,Oui,Non
Qwen,Mult,25,2,0,1,1,10,2,expert,groupe,Mult,Oui,Non
Qwen,Mult,25,2,0,1,1,10,3,expert,groupe,Mult,Oui,Non
Qwen,Mult,25,2,0,1,1,10,4,expert,groupe,Mult,Oui,Non
Qwen,Mult,25,2,0,1,1,10,5,expert,groupe,Mult,Oui,Non
Qwen,Mult,26,2,0,1,1,10,1,fruit,grappe,Mult,Oui,Oui
Qwen,Mult,26,2,0,1,1,10,2,fruit,grappe,Mult,Oui,Oui
Qwen,Mult,26,2,0,1,1,10,3,fruit,grappe,Mult,Oui,Oui
Qwen,Mult,26,2,0,1,1,10,4,fruit,grappe,Mult,Oui,Oui
Qwen,Mult,26,2,0,1,1,10,5,fruit,grappe,Mult,Oui,Oui
Qwen,Mult,27,2,0,1,1,10,1,cheveu,cheveu,Mult,Oui,Non
Qwen,Mult,27,2,0,1,1,10,2,cheveu,cheveu,Mult,Oui,Non
Qwen,Mult,27,2,0,1,1,10,3,cheveu,cheveu,Mult,Oui,Non
Qwen,Mult,27,2,0,1,1,10,4,cheveu,cheveu,Mult,Oui,Non
Qwen,Mult,27,2,0,1,1,10,5,cheveu,cheveu,Mult,Oui,Non
Qwen,Mult,28,2,0,1,1,10,1,sein,poitrine,Mult,Oui,Non
Qwen,Mult,28,2,0,1,1,10,2,sein,poitrine,Mult,Oui,Non
Qwen,Mult,28,2,0,1,1,10,3,sein,poitrine,Mult,Oui,Non
Qwen,Mult,28,2,0,1,1,10,4,sein,poitrine,Mult,Oui,Non
Qwen,Mult,28,2,0,1,1,10,5,sein,poitrine,Mult,Oui,Non
Qwen,Mult,29,2,0,1,1,10,1,fauteuil,rangée,Mult,Oui,Non
Qwen,Mult,29,2,0,1,1,10,2,fauteuil,rangée,Mult,Oui,Non
Qwen,Mult,29,2,0,1,1,10,3,fauteuil,rangée,Mult,Oui,Non
Qwen,Mult,29,2,0,1,1,10,4,fauteuil,rangée,Mult,Oui,Non
Qwen,Mult,29,2,0,1,1,10,5,fauteuil,rangée,Mult,Oui,Non
Qwen,Mult,30,2,0,1,1,10,1,appareil,appareillage,Mult,Oui,Non
Qwen,Mult,30,2,0,1,1,10,2,appareil,appareillage,Mult,Oui,Non
Qwen,Mult,30,2,0,1,1,10,3,appareil,appareillage,Mult,Oui,Non
Qwen,Mult,30,2,0,1,1,10,4,appareil,appareillage,Mult,Oui,Non
Qwen,Mult,30,2,0,1,1,10,5,appareil,appareillage,Mult,Oui,Non
Qwen,Mult,31,2,0,1,1,10,1,tempête,sous,Loc_in,Non,Non
Qwen,Mult,31,2,0,1,1,10,2,tempête,sous,Loc_in,Non,Non
Qwen,Mult,31,2,0,1,1,10,3,tempête,sous,Loc_in,Non,Non
Qwen,Mult,31,2,0,1,1,10,4,tempête,sous,Loc_in,Non,Non
Qwen,Mult,31,2,0,1,1,10,5,tempête,sous,Loc_in,Non,Non
Qwen,Mult,32,2,0,1,1,10,1,cheveu,travailler,Real_Ω,Non,Non
Qwen,Mult,32,2,0,1,1,10,2,cheveu,travailler,Real_Ω,Non,Non
Qwen,Mult,32,2,0,1,1,10,3,cheveu,travailler,Real_Ω,Non,Non
Qwen,Mult,32,2,0,1,1,10,4,cheveu,travailler,Real_Ω,Non,Non
Qwen,Mult,32,2,0,1,1,10,5,cheveu,travailler,Real_Ω,Non,Non
Qwen,Mult,33,2,0,1,1,10,1,véhicule,dans,Loc_in,Non,Non
Qwen,Mult,33,2,0,1,1,10,2,véhicule,dans,Loc_in,Non,Non
Qwen,Mult,33,2,0,1,1,10,3,véhicule,dans,Loc_in,Non,Non
Qwen,Mult,33,2,0,1,1,10,4,véhicule,dans,Loc_in,Non,Non
Qwen,Mult,33,2,0,1,1,10,5,véhicule,dans,Loc_in,Non,Non
Qwen,Mult,34,2,0,1,1,10,1,lac,bleu,Bon,Non,Non
Qwen,Mult,34,2,0,1,1,10,2,lac,bleu,Bon,Non,Non
Qwen,Mult,34,2,0,1,1,10,3,lac,bleu,Bon,Non,Non
Qwen,Mult,34,2,0,1,1,10,4,lac,bleu,Bon,Non,Non
Qwen,Mult,34,2,0,1,1,10,5,lac,bleu,Bon,Non,Non
Qwen,Mult,35,2,0,1,1,10,1,fesse,jolies,Bon,Non,Non
Qwen,Mult,35,2,0,1,1,10,2,fesse,jolies,Bon,Non,Non
Qwen,Mult,35,2,0,1,1,10,3,fesse,jolies,Bon,Non,Non
Qwen,Mult,35,2,0,1,1,10,4,fesse,jolies,Bon,Non,Non
Qwen,Mult,35,2,0,1,1,10,5,fesse,jolies,Bon,Non,Non
Qwen,Mult,36,2,0,1,1,10,1,tonnerre,gronder,Func_0,Non,Non
Qwen,Mult,36,2,0,1,1,10,2,tonnerre,gronder,Func_0,Non,Non
Qwen,Mult,36,2,0,1,1,10,3,tonnerre,gronder,Func_0,Non,Non
Qwen,Mult,36,2,0,1,1,10,4,tonnerre,gronder,Func_0,Non,Non
Qwen,Mult,36,2,0,1,1,10,5,tonnerre,gronder,Func_0,Non,Non
Qwen,Mult,37,2,0,1,1,10,1,restaurant,restauratrice,Cap,Non,Non
Qwen,Mult,37,2,0,1,1,10,2,restaurant,restauratrice,Cap,Non,Non
Qwen,Mult,37,2,0,1,1,10,3,restaurant,restauratrice,Cap,Non,Non
Qwen,Mult,37,2,0,1,1,10,4,restaurant,restauratrice,Cap,Non,Non
Qwen,Mult,37,2,0,1,1,10,5,restaurant,restauratrice,Cap,Non,Non
Qwen,Mult,38,2,0,1,1,10,1,ticket,d’entrée,Redun,Non,Non
Qwen,Mult,38,2,0,1,1,10,2,ticket,d’entrée,Redun,Non,Non
Qwen,Mult,38,2,0,1,1,10,3,ticket,d’entrée,Redun,Non,Non
Qwen,Mult,38,2,0,1,1,10,4,ticket,d’entrée,Redun,Non,Non
Qwen,Mult,38,2,0,1,1,10,5,ticket,d’entrée,Redun,Non,Non
Qwen,Mult,39,2,0,1,1,10,1,bureau,chef,Cap,Non,Non
Qwen,Mult,39,2,0,1,1,10,2,bureau,chef,Cap,Non,Non
Qwen,Mult,39,2,0,1,1,10,3,bureau,chef,Cap,Non,Non
Qwen,Mult,39,2,0,1,1,10,4,bureau,chef,Cap,Non,Non
Qwen,Mult,39,2,0,1,1,10,5,bureau,chef,Cap,Non,Non
Qwen,Mult,40,2,0,1,1,10,1,sentir,bon,Bon,Non,Non
Qwen,Mult,40,2,0,1,1,10,2,sentir,bon,Bon,Non,Non
Qwen,Mult,40,2,0,1,1,10,3,sentir,bon,Bon,Non,Non
Qwen,Mult,40,2,0,1,1,10,4,sentir,bon,Bon,Non,Non
Qwen,Mult,40,2,0,1,1,10,5,sentir,bon,Bon,Non,Non
Qwen,Collocation_verbale,1,1,0,1,1,10,1,personnel,recruter,CausFunc_0,Oui,Non
Qwen,Collocation_verbale,1,1,0,1,1,10,2,personnel,recruter,CausFunc_0,Oui,Non
